space_id,space_name,library_id,library,school_or_unit,floor,room_type,seats,noise_level_code,noise_level,reservable,open_space,booking_url,contact_available,description,notes,image_url,image_count,accessible,charging,cafe_onsite,conversation_areas,couches_arm_chairs,food_drink_allowed,lockers,media_studios,printers_scanners_copiers,private_desks,projector_digital_display,quiet_study_areas,reservable_space_amenity,single_stall_restrooms,special_collections_archives,standing_desks,tech_loan,webcam,whiteboards_chalkboards,feature_count,latitude,longitude,library_address,snapshot_hours,library_url,source_url,accessed_date
501,Ernst Mayr Reference Room,291,Ernst Mayr Library,Museum of Comparative Zoology,Second Floor,Group Study Room,14,2,Chatter,0,0,,1,"The Reference Room features group tables and soft seating to promote independent and collaborative work. This space is filled with natural light, easy outlet access, a water dispenser, and a Keurig machine with a variety of coffees, teas, and hot chocolate.",Students can keep their materials at a specific desk/table long-term by notifying library staff. The space is drafty in the winter. ♿ This room is accessible for people using wheelchairs or other mobility devices. Find more details about accessible building information on the Harvard accessibility map .,https://library.harvard.edu/sites/default/files/spacefinder/rooms/2018-08/Ernst%20Mayr%20Reference%20Room%20Overview.jpg,4,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,42.378859,-71.115751,"26 Oxford Street , Cambridge, MA, 02138",9am - 5pm,https://library.mcz.harvard.edu/,https://library.harvard.edu/spaces?room=501,2026-09-21
506,Ernst Mayr Stacks,291,Ernst Mayr Library,Museum of Comparative Zoology,Second Floor,Open Space,16,0,Silent,0,1,,1,The Ernst Mayr Stacks are filled with natural light. Group study tables line the windows creating an environment conducive to both independent and collaborative work.,Students can keep their materials at a specific desk/table long-term by notifying library staff. A water dispenser and a Keurig machine are available for use in the neighboring Reference Room. The tables in the first three North-facing rooms lack power outlets. ♿ This room is accessible for people using wheelchairs or other mobility devices. Find more details about accessible building information on the Harvard accessibility map .,https://library.harvard.edu/sites/default/files/spacefinder/rooms/2018-08/Ernst%20Mayr%20Stacks%20View%20of%20Desk%20at%20Window.jpg,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,42.378859,-71.115751,"26 Oxford Street , Cambridge, MA, 02138",9am - 5pm,https://library.mcz.harvard.edu/,https://library.harvard.edu/spaces?room=506,2026-09-21
361,Fine Arts Library Reading Room,216,Fine Arts Library,,Main Level,Open Space,46,0,Silent,0,1,,0,"The Fine Arts Library Reading Room is an open, light-filled space located on the main level of the library. It fits 46 comfortably around study tables with easy outlet access. There are additional lounge chairs, public computer workstations, and media and microform viewing equipment available. The Reading Room also houses the library’s reference collection and current periodicals for open browsing.",♿ This room is accessible for people using wheelchairs or other mobility devices. Find more details about accessible building information on the Harvard accessibility map . The Fine Arts Library allows patrons to have coffee in an approved container in the main Reading Room only. Only water in a tight container with a secure lid is allowed in the stacks and carrels. No beverages are allowed in the Special Collections Study Room. Learn more about our beverage policy on our About page.,https://library.harvard.edu/sites/default/files/spacefinder/rooms/2018-07/View%20of%20Fine%20Arts%20Reading%20Room%20Entry.jpg,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,42.376418,-71.118246,"1805 Cambridge Street, Cambridge, MA, 02138",9am - 8pm,/libraries/fine-arts,https://library.harvard.edu/spaces?room=361,2026-09-21
371,Fine Arts Library Study Carrels,216,Fine Arts Library,,Library Stacks,Study Carrel,1,0,Silent,1,0,,0,"A study carrel fits one person comfortably around a private desk with shelf space to hold research materials. The Fine Arts Library houses 24 study carrels on the ground floor of stacks. These reservable, individual study spaces are in high demand throughout the school year, and applications are reviewed and carrels assigned on a first-come, first-serve basis. Note: Many libraries within the Harvard Library system offer reservable study carrels. Find the right fit by exploring each library's study carrel locations and policies.","Applications for carrels are reviewed on a first-come, first-served basis. Carrel assignments are typically from September-August of the following year. Assignments must be renewed annually by April 30th. To request a carrel, please fill out the Fine Arts Library Carrel and Shelf Request Form . See also: Accessibility at Harvard Library Fine Arts Library Carrel Policy All carrel holders agree to abide by the following rules and regulations. Violation of these rules may result in loss of carrel privileges. Carrel Assignments: The Fine Arts Library has a limited number of study carrels. Priority is given to graduate students and faculty members from the History of Art and Architecture Department (including dual degree students) and curators from the Harvard Art Museums. Other Harvard affiliates and independent researchers with a need to conduct long-term research with FAL collections may also be given consideration. Active Use: Carrels are intended for active use. Infrequent users may request a hold shelf to store FAL materials for their research. If you are not actively using your carrel or are not in residence for a semester or more, please contact FAL Access Services so that the carrel can be reassigned, since there is usually a waiting list. Library staff can generate a list of all books charged to your carrel, so that you can reassemble your carrel at a later date. You may re-apply for a carrel upon your return. Charging Items: All materials at a carrel must be properly charged to that carrel, rather than to your personal library account. Books charged to a carrel are not allowed to leave the building. If you want to take a book out of the library, you must check it out to your personal library account. You are fully responsible for the loss of any personal books or materials charged to your personal library account, including books from any other library and books received via interlibrary loan or Borrow Direct. Due to security risks involved, we strongly recommend that you keep at your carrel only those materials charged to that carrel. Due to space limitations, no more than 50 books may be charged to a carrel at one time. Personal Items: The Fine Arts Library cannot guarantee the security of personal belongings, including personal books, left in carrels. Do not leave your personal items unattended. Recalls: All materials charged to a carrel are subject to recall and removal by library staff. If you are a carrel holder and you recall an item already charged to another carrel or hold shelf, you will be asked to use the item at the carrel/shelf to which it is currently charged. Inspections: Fine Arts Library staff reserve the right to inspect carrels routinely and remove any uncharged FAL books. Courtesy to Other Patrons: Carrels are intended for quiet reading and research only and should not be used for conferences or long conversations. Other patrons may sit at carrels when they are not being used by the carrel holder. However, carrel holders have seating priority at their own carrels. Carrel Maintenance: Carrel holders have a responsibility to keep their assigned space neat and tidy. Books should be shelved properly, upright with the spines visible. Improper shelving may cause damage to books, thereby incurring costs for rebinding or replacement. Do not store any materials on the floor. Use the trash receptacles provided to dispose of unwanted items. Beverage Policy: Only water in a tight container with a secure lid is allowed in the stacks and carrels. Learn more about our beverage policy on our About page. Prohibitions: Eating, smoking, and talking on cell phones is prohibited in the stacks.",https://library.harvard.edu/sites/default/files/spacefinder/rooms/2018-07/View%20of%20Occupied%20Carrel%20.jpg,4,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,4,42.376418,-71.118246,"1805 Cambridge Street, Cambridge, MA, 02138",9am - 8pm,/libraries/fine-arts,https://library.harvard.edu/spaces?room=371,2026-09-21
608,HGSE Data & Visualization Lab,166,Gutman Library,Harvard Graduate School of Education,Second Floor,Media Lab / Studio,40,2,Chatter,0,0,,0,"The HGSE Visualization Lab is a large meeting room found on the 2nd floor of the Gutman Library that can be expanded to fit between 8 and 40 people. It features two large screens and a video camera, which support live interaction with remote locations as well as a 68"" Microsoft Surface and whiteboard on opposite walls.","Please see Gutman’s Data & Visualization Lab LibGuide to learn more about the space including unique software options. This room is available on a first-come, first-served basis. ♿ This room is accessible for people using wheelchairs or other mobility devices. Find more details about accessible building information on the Harvard accessibility map.",https://library.harvard.edu/sites/default/files/spacefinder/rooms/2023-07/Viz%20Lab_4_11zon.jpg,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,4,42.374891,-71.121747,"6 Appian Way, Cambridge, MA, 02138",9am - 9pm,https://www.gse.harvard.edu/library,https://library.harvard.edu/spaces?room=608,2026-09-21
341,HGSE Group Study Room (133),166,Gutman Library,Harvard Graduate School of Education,Main Level,Group Study Room,6,2,Chatter,1,0,https://reservations.gse.harvard.edu/,0,Gutman 133 is a group study room that fits 6 comfortably around a large table. The space features bright natural light and glass walls.,Reservations available for HGSE Students only Reservable for up to 4 hrs/day for group study Students are welcome to use the space when empty — with the knowledge that those with reservations have precedence. ♿ This room is accessible for people using wheelchairs or other mobility devices. Find more details about accessible building information on the Harvard accessibility map .,https://library.harvard.edu/sites/default/files/spacefinder/rooms/2018-07/Inside%20View%20of%20Gutman%20133%20.jpg,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,42.374891,-71.121747,"6 Appian Way, Cambridge, MA, 02138",9am - 9pm,https://www.gse.harvard.edu/library,https://library.harvard.edu/spaces?room=341,2026-09-21
346,HGSE Group Study Room (134),166,Gutman Library,Harvard Graduate School of Education,Main Level,Group Study Room,6,2,Chatter,1,0,https://reservations.gse.harvard.edu/,0,Gutman 134 is a group study room that fits 6 comfortably around a large table. The space features bright natural light and glass walls.,Reservations available for HGSE Students only Reservable for up to 4 hrs/day for group study Students are welcome to use the space when empty — with the knowledge that those with reservations have precedence. ♿ This room is accessible for people using wheelchairs or other mobility devices. Find more details about accessible building information on the Harvard accessibility map .,https://library.harvard.edu/sites/default/files/spacefinder/rooms/2018-07/View%20of%20Gutman%20134_0.jpg,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,42.374891,-71.121747,"6 Appian Way, Cambridge, MA, 02138",9am - 9pm,https://www.gse.harvard.edu/library,https://library.harvard.edu/spaces?room=346,2026-09-21
603,HGSE Group Study Room (226),166,Gutman Library,Harvard Graduate School of Education,Second Floor,Group Study Room,6,2,Chatter,0,0,,0,Gutman 226 is a group study room that fits 6 comfortably around a large table. The space features bright natural light and glass walls.,"This room is available on a first-come, first-served basis. ♿ This room is accessible for people using wheelchairs or other mobility devices. Find more details about accessible building information on the Harvard accessibility map.",https://library.harvard.edu/sites/default/files/spacefinder/rooms/2023-07/226%20%282%29-min_1_11zon.jpg,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,4,42.374891,-71.121747,"6 Appian Way, Cambridge, MA, 02138",9am - 9pm,https://www.gse.harvard.edu/library,https://library.harvard.edu/spaces?room=603,2026-09-21
604,HGSE Group Study Room (269),166,Gutman Library,Harvard Graduate School of Education,Second Floor,Group Study Room,6,2,Chatter,0,0,,0,Gutman 269 is a group study room that fits 6 comfortably around a large table. The space features bright natural light and glass walls.,"This room is available on a first-come, first-served basis. ♿ This room is accessible for people using wheelchairs or other mobility devices. Find more details about accessible building information on the Harvard accessibility map.",https://library.harvard.edu/sites/default/files/spacefinder/rooms/2023-07/269%20%282%29_3_11zon.jpg,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,4,42.374891,-71.121747,"6 Appian Way, Cambridge, MA, 02138",9am - 9pm,https://www.gse.harvard.edu/library,https://library.harvard.edu/spaces?room=604,2026-09-21
331,HGSE Gutman Gallery,166,Gutman Library,Harvard Graduate School of Education,Main Level,Open Space,200,2,Chatter,0,1,,0,"Gutman Gallery is large, light-filled space conducive for socializing and studying. It features revolving art exhibits, movable furniture, and easy outlet access for both group and independent study.","Gutman Gallery is a popular, multi-use space occasionally used for events. Students may use the space for studying, socializing, and eating, but cannot reserve the space for events. ♿ This room is accessible for people using wheelchairs or other mobility devices. Find more details about accessible building information on the Harvard accessibility map .",https://library.harvard.edu/sites/default/files/spacefinder/rooms/2018-07/View%20of%20Gutman%20Gallery.jpg,4,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,42.374891,-71.121747,"6 Appian Way, Cambridge, MA, 02138",9am - 9pm,https://www.gse.harvard.edu/library,https://library.harvard.edu/spaces?room=331,2026-09-21
336,HGSE Gutman Quiet Study Area,166,Gutman Library,Harvard Graduate School of Education,Second Floor,Open Space,8,1,Whispers,0,1,,0,The Gutman Quiet Study Area is a light-filled study space located close to the circulation desk. It features multiple types of seating and writing surfaces in close proximity to the library's stacks and research services.,"Gutman Quiet Study Area is a popular, individual study space. ♿ This room is accessible for people using wheelchairs or other mobility devices. Find more details about accessible building information on the Harvard accessibility map .",https://library.harvard.edu/sites/default/files/spacefinder/rooms/2023-08/Quiet1.jpg,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,42.374891,-71.121747,"6 Appian Way, Cambridge, MA, 02138",9am - 9pm,https://www.gse.harvard.edu/library,https://library.harvard.edu/spaces?room=336,2026-09-21
607,HGSE Gutman Silent Study Area,166,Gutman Library,Harvard Graduate School of Education,Second Floor,Open Space,20,0,Silent,0,1,,0,"Gutman Silent Study Area is large, light-filled space conducive for studying. It features a variety of furniture options and easy outlet access.","Gutman Quiet Study Area is a popular, individual study space. ♿ This room is accessible for people using wheelchairs or other mobility devices. Find more details about accessible building information on the Harvard accessibility map.",https://library.harvard.edu/sites/default/files/spacefinder/rooms/2023-07/Silent_11zon.jpg,3,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,42.374891,-71.121747,"6 Appian Way, Cambridge, MA, 02138",9am - 9pm,https://www.gse.harvard.edu/library,https://library.harvard.edu/spaces?room=607,2026-09-21
486,HDS Fenn Reading Room,301,Harvard Divinity School Library,,Second Floor,Open Space,10,1,Whispers,0,1,,0,The Fenn Reading Room features comfortable leather seating.,"Covered drinks allowed, no food. ♿ This room is accessible for people using wheelchairs or other mobility devices. Find more details about accessible building information on the Harvard accessibility map .",https://library.harvard.edu/sites/default/files/spacefinder/rooms/2018-08/AHTL%20Fenn%20Reading%20Room%20Overview.jpg,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,42.379677,-71.113074,"45 Francis Avenue, Cambridge, MA, 02138",9am - 8pm,https://library.hds.harvard.edu/,https://library.harvard.edu/spaces?room=486,2026-09-21
476,HDS Group Study Room (G57),301,Harvard Divinity School Library,,Ground Floor,Group Study Room,4,2,Chatter,1,0,,0,"HDS G57 fits four comfortably around a group table. The space features large windows, a whiteboard, and accessible outlets.","Food is not allowed in the group study rooms, covered drinks are allowed. ♿ This room is accessible for people using wheelchairs or other mobility devices. Find more details about accessible building information on the Harvard accessibility map . Find out more about reserving this space .",https://library.harvard.edu/sites/default/files/spacefinder/rooms/2018-08/AHTL%20G04%20Group%20Study%20Room%20Overview.jpg,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,42.379677,-71.113074,"45 Francis Avenue, Cambridge, MA, 02138",9am - 8pm,https://library.hds.harvard.edu/,https://library.harvard.edu/spaces?room=476,2026-09-21
471,HDS Group Study Room (G58),301,Harvard Divinity School Library,,Ground Floor,Group Study Room,4,2,Chatter,1,0,,0,"HDS G58 fits four comfortably around a group table. The space features large windows, a whiteboard, and accessible outlets.","Food is not allowed in the group study rooms, covered drinks are allowed. ♿ This room is accessible for people using wheelchairs or other mobility devices. Find more details about accessible building information on the Harvard accessibility map . Find out more about reserving this space .",https://library.harvard.edu/sites/default/files/spacefinder/rooms/2018-08/AHTL%20G03%20Group%20Study%20Room%20Overview.jpg,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,42.379677,-71.113074,"45 Francis Avenue, Cambridge, MA, 02138",9am - 8pm,https://library.hds.harvard.edu/,https://library.harvard.edu/spaces?room=471,2026-09-21
466,HDS Group Study Room (G59),301,Harvard Divinity School Library,,Ground Floor,Group Study Room,4,2,Chatter,1,0,,0,"HDS G59 fits four comfortably around a group table. The space features large windows, a whiteboard, and accessible outlets.","Food is not allowed in the group study rooms, covered drinks are allowed. ♿ This room is accessible for people using wheelchairs or other mobility devices. Find more details about accessible building information on the Harvard accessibility map . Find out more about reserving this space .",https://library.harvard.edu/sites/default/files/spacefinder/rooms/2018-08/AHTL%20G02%20Group%20Study%20Room%20Overview.jpg,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,42.379677,-71.113074,"45 Francis Avenue, Cambridge, MA, 02138",9am - 8pm,https://library.hds.harvard.edu/,https://library.harvard.edu/spaces?room=466,2026-09-21
321,Harvard-Yenching Bibliography Room,211,Harvard-Yenching Library,哈佛燕京圖書館 | ハーバード燕京図書館 | 하버드 옌칭 도서관 | Sưu tập tài liệu tiếng Việt,Main Level,Meeting and Presentation Space,10,1,Whispers,1,0,https://libcal.library.harvard.edu/reserve/yenchingmeeting/biblio,0,"The Harvard-Yenching Bibliography Room fits 10 comfortably. This space is connected to the Harvard-Yenching Reading Room and features easy outlet access, large tables, and comfortable seating.",♿ This room is accessible for people using wheelchairs or other mobility devices. Find more details about accessible building information on the Harvard accessibility map .,https://library.harvard.edu/sites/default/files/spacefinder/rooms/2018-07/View%20of%20Yenching%20Bibliography%20Room.jpg,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,42.377627,-71.113861,"2 Divinity Avenue, Cambridge, MA, 02138",9am - 8pm,/libraries/yenching,https://library.harvard.edu/spaces?room=321,2026-09-21
316,Harvard-Yenching Chinn Ho Reading Room,211,Harvard-Yenching Library,哈佛燕京圖書館 | ハーバード燕京図書館 | 하버드 옌칭 도서관 | Sưu tập tài liệu tiếng Việt,Main Level,Open Space,30,0,Silent,0,1,,0,"The Harvard-Yenching Chinn Ho Reading Room is a quiet space that fits 30 comfortably around large tables. It features easy outlet access, computers, projection equipment, and window seating.",♿ This room is accessible for people using wheelchairs or other mobility devices. Find more details about accessible building information on the Harvard accessibility map .,https://library.harvard.edu/sites/default/files/spacefinder/rooms/2018-07/View%20of%20Yenching%20Reading%20Room%20Tables.jpg,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,42.377627,-71.113861,"2 Divinity Avenue, Cambridge, MA, 02138",9am - 8pm,/libraries/yenching,https://library.harvard.edu/spaces?room=316,2026-09-21
561,Harvard-Yenching Group Study Room 203,211,Harvard-Yenching Library,哈佛燕京圖書館 | ハーバード燕京図書館 | 하버드 옌칭 도서관 | Sưu tập tài liệu tiếng Việt,Second Floor,Group Study Room,6,2,Chatter,1,0,https://libcal.library.harvard.edu/space/134154,0,The Harvard-Yenching Group Study Room 203 fits 6 comfortably around a conference table. This cozy workspace features a TV monitor with laptop connectivity.,This space can be reserved in LibCal,https://library.harvard.edu/sites/default/files/spacefinder/rooms/2018-10/Close%20Up%20of%20Harvard-Yenching%20Group%20Study%20Room%20203.jpg,2,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,4,42.377627,-71.113861,"2 Divinity Avenue, Cambridge, MA, 02138",9am - 8pm,/libraries/yenching,https://library.harvard.edu/spaces?room=561,2026-09-21
396,Harvard-Yenching Microforms Room 029,211,Harvard-Yenching Library,哈佛燕京圖書館 | ハーバード燕京図書館 | 하버드 옌칭 도서관 | Sưu tập tài liệu tiếng Việt,Main Level,Independent Study Room,4,0,Silent,0,0,,0,The Harvard-Yenching Microtext Reading Room fits four comfortably in a quiet study space with microform readers and scanners.,Scanned files may be saved to flash drive or printed in circulation area. ♿ This room is accessible for people using wheelchairs or other mobility devices. Find more details about accessible building information on the Harvard accessibility map .,https://library.harvard.edu/sites/default/files/spacefinder/rooms/2018-07/View%20of%20Microtext%20Reading%20Room%20.jpg,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,42.377627,-71.113861,"2 Divinity Avenue, Cambridge, MA, 02138",9am - 8pm,/libraries/yenching,https://library.harvard.edu/spaces?room=396,2026-09-21
566,Harvard-Yenching Multimedia Room 202,211,Harvard-Yenching Library,哈佛燕京圖書館 | ハーバード燕京図書館 | 하버드 옌칭 도서관 | Sưu tập tài liệu tiếng Việt,Second Floor,Media Lab / Studio,6,2,Chatter,1,0,https://libcal.library.harvard.edu/space/133892,0,"The Harvard-Yenching Multimedia Room fits 6 comfortably around a TV used for displaying movies and playing video games from the library's East Asian collections. This space features a DVD, VCR, gaming console with NES, SNES, Super Famicom, Genesis, Mega Drive, Famicom, Game Boy, and GBA.",This space can be reserved in LibCal Please visit the Circulation desk for the room key,https://library.harvard.edu/sites/default/files/spacefinder/rooms/2018-10/View%20of%20Gaming%20Consoles%20in%20Harvard-Yenching%20Multimedia%20Room%20202.jpg,4,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,4,42.377627,-71.113861,"2 Divinity Avenue, Cambridge, MA, 02138",9am - 8pm,/libraries/yenching,https://library.harvard.edu/spaces?room=566,2026-09-21
401,Harvard-Yenching Public Services Area,211,Harvard-Yenching Library,哈佛燕京圖書館 | ハーバード燕京図書館 | 하버드 옌칭 도서관 | Sưu tập tài liệu tiếng Việt,Main Level,Open Space,10,1,Whispers,0,1,,0,"The Harvard-Yenching Public Services Area, located close to the circulation desk, features a variety of technologies to facilitate your research, including Crimson Print, high-resolution BookEye scanners, and several computers.",No charge for using scanners or HOLLIS records $.05/page in Crimson Cash for printing any other material or photocopying ♿ This room is accessible for people using wheelchairs or other mobility devices. Find more details about accessible building information on the Harvard accessibility map .,https://library.harvard.edu/sites/default/files/spacefinder/rooms/2018-07/View%20of%20Yenching%20Main%20Level.jpg,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,4,42.377627,-71.113861,"2 Divinity Avenue, Cambridge, MA, 02138",9am - 8pm,/libraries/yenching,https://library.harvard.edu/spaces?room=401,2026-09-21
536,Harvard-Yenching Rare Book Reading Room,211,Harvard-Yenching Library,哈佛燕京圖書館 | ハーバード燕京図書館 | 하버드 옌칭 도서관 | Sưu tập tài liệu tiếng Việt,Third Floor,Group Study Room,5,1,Whispers,1,0,https://libcal.library.harvard.edu/space/116424,0,The Harvard-Yenching Rare Book Reading Room—dedicated to handling Harvard-Yenching Library's rare materials—fits 5 comfortably around a large table and features a digital display.,This space can be reserved in LibCal,https://library.harvard.edu/sites/default/files/spacefinder/rooms/2018-08/Harvard-Yenching%20Rare%20Books%20Reading%20Room%20Entrance.jpg,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,4,42.377627,-71.113861,"2 Divinity Avenue, Cambridge, MA, 02138",9am - 8pm,/libraries/yenching,https://library.harvard.edu/spaces?room=536,2026-09-21
326,Harvard-Yenching Reference Area,211,Harvard-Yenching Library,哈佛燕京圖書館 | ハーバード燕京図書館 | 하버드 옌칭 도서관 | Sưu tập tài liệu tiếng Việt,Lower Level,Open Space,8,0,Silent,0,0,,0,"The Harvard-Yenching Reference Area provides a convenient, open work surface for study nestled within the stacks.",,https://library.harvard.edu/sites/default/files/spacefinder/rooms/2018-07/View%20of%20Yenching%20Lower%20Level.jpg,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,42.377627,-71.113861,"2 Divinity Avenue, Cambridge, MA, 02138",9am - 8pm,/libraries/yenching,https://library.harvard.edu/spaces?room=326,2026-09-21
391,Harvard-Yenching Study Carrels,211,Harvard-Yenching Library,哈佛燕京圖書館 | ハーバード燕京図書館 | 하버드 옌칭 도서관 | Sưu tập tài liệu tiếng Việt,Library Stacks,Study Carrel,24,0,Silent,1,0,,1,"A study carrel fits one person comfortably at a private desk with shelf space to hold research materials. At Harvard-Yenching, study carrels are located throughout the stacks on levels 1, 2, and 3. On each level, there is one carrel with a public computer. These reservable, individual study spaces are in high demand throughout the school year, so more than one person may be assigned to each carrel. Note: Many libraries within the Harvard Library system offer reservable study carrels. Find the right fit by exploring each library's study carrel locations and policies.","To reserve a study carrel for one semester contact hylpub@fas.harvard.edu . Students are welcome to use carrels when empty -- with the knowledge that those with reservations have precedence. ♿ Harvard-Yenching study carrels located on levels 1 and 3 are accessible for people using wheelchairs or other mobility devices. Study carrels located on level 2 are not. Find more details about accessible building information on the Harvard accessibility map , and on the Accessibility at Harvard Library page.",https://library.harvard.edu/sites/default/files/spacefinder/rooms/2018-07/View%20of%20Yenching%20Open%20Study%20Carrel%20.jpg,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,42.377627,-71.113861,"2 Divinity Avenue, Cambridge, MA, 02138",9am - 8pm,/libraries/yenching,https://library.harvard.edu/spaces?room=391,2026-09-21
610,HKS Community Commons,281,HKS Library and Research Services,Harvard Kennedy School,Ground Floor of Littauer Building,Open Space,,2,Chatter,0,1,,0,"A bright and collaborative space to the left of the main HKS Library entrance. Variety of seating available including shared tables, couches, and armchairs. Two student and two guest computers are available, all with printing.","Registered HKS student organizations may book this space for meetings and events. Find details in the HKS Hub (HarvardKey required). Also home to the Community Voices & Perspectives Collection , small collections of board games and children’s books , and a student art gallery .",https://library.harvard.edu/sites/default/files/spacefinder/rooms/2024-12/HKSLibrary_BoardGames_1.jpg,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,42.370971,-71.121952,"79 JFK Street, Cambridge, MA, 02138",7am - 11pm,https://www.hks.harvard.edu/research-insights/library-knowledge-services,https://library.harvard.edu/spaces?room=610,2026-09-21
541,HKS Raines Reading Room,281,HKS Library and Research Services,Harvard Kennedy School,Main Level,Open Space,30,1,Whispers,0,1,,0,"The Raines Reading Room fits 30 comfortably around large tables, comfortable chairs, and individual lighting.",♿ This room is accessible for people using wheelchairs or other mobility devices. Find more details about accessible building information on the Harvard accessibility map .,https://library.harvard.edu/sites/default/files/spacefinder/rooms/2024-12/HKSLibrary_QuietStudy_1.jpg,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,42.370971,-71.121952,"79 JFK Street, Cambridge, MA, 02138",7am - 11pm,https://www.hks.harvard.edu/research-insights/library-knowledge-services,https://library.harvard.edu/spaces?room=541,2026-09-21
546,HKS Silent Study Space,281,HKS Library and Research Services,Harvard Kennedy School,Main Level,Open Space,44,1,Whispers,0,1,,0,"Open, naturally lit space facing just off of the Wexner Commons. Variety of seating available, including long shared tables, standing desks, study carrels, and armchairs.",,https://library.harvard.edu/sites/default/files/spacefinder/rooms/2024-12/HKSLibrary_SilentStudy_3.jpg,4,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,7,42.370971,-71.121952,"79 JFK Street, Cambridge, MA, 02138",7am - 11pm,https://www.hks.harvard.edu/research-insights/library-knowledge-services,https://library.harvard.edu/spaces?room=546,2026-09-21
597,HKS Student Group Study Room G-21A,281,HKS Library and Research Services,Harvard Kennedy School,Ground floor,Group Study Room,8,0,Silent,1,0,https://hks.emscloudservice.com/web/Default.aspx,0,Reservations only available for 3+ students. Seats 6 students comfortably around a table. Includes large whiteboard (with markers) and large monitor (with connector cables).,This room may only be booked by HKS affiliates.,https://library.harvard.edu/sites/default/files/spacefinder/rooms/2022-04/LKS_GroupStudyRoom_G21A_2.jpg,2,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,8,42.370971,-71.121952,"79 JFK Street, Cambridge, MA, 02138",7am - 11pm,https://www.hks.harvard.edu/research-insights/library-knowledge-services,https://library.harvard.edu/spaces?room=597,2026-09-21
598,HKS Student Group Study Room G-21B,281,HKS Library and Research Services,Harvard Kennedy School,Ground floor,Group Study Room,8,0,Silent,1,0,https://hks.emscloudservice.com/web/Default.aspx,0,Reservations only available for 3+ students. Seats 6 students comfortably around a table. Includes large whiteboard (with markers) and large monitor (with connector cables).,This room may only be booked by HKS students.,https://library.harvard.edu/sites/default/files/spacefinder/rooms/2022-04/LKS_GroupStudyRoom_G21A_2_0.jpg,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,6,42.370971,-71.121952,"79 JFK Street, Cambridge, MA, 02138",7am - 11pm,https://www.hks.harvard.edu/research-insights/library-knowledge-services,https://library.harvard.edu/spaces?room=598,2026-09-21
599,HKS Student Group Study Room G-24A,281,HKS Library and Research Services,Harvard Kennedy School,Ground floor,Group Study Room,5,0,Silent,1,0,https://hks.emscloudservice.com/web/Default.aspx,0,Reservations only available for 3+ students. Seats 4 students comfortably around a small table. Includes large whiteboard (markers included).,This room may only be booked by HKS students.,https://library.harvard.edu/sites/default/files/spacefinder/rooms/2022-04/LKS_GroupStudyRoom_G24A_2.jpg,2,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,7,42.370971,-71.121952,"79 JFK Street, Cambridge, MA, 02138",7am - 11pm,https://www.hks.harvard.edu/research-insights/library-knowledge-services,https://library.harvard.edu/spaces?room=599,2026-09-21
